171.298,75.0888
367.824,297.97
224.808,203.277
152.498,6.28001
125.073,211.548
251.403,69.0919
214,52
174,65
73.0559,197.836
73.5388,208.398
282.833,43.6442
212.108,64.7452
186.185,8.74432
106.074,76.5479
440.588,44.1936
436,57
249.571,41.4145
224.808,203.301
171.357,75.0637
171.354,75.0481
281.565,63.1706
256.588,247.173
486,58
450,60
456.45,51.4808
139.299,7.33976
135.178,325.835
170.533,165.174
151.994,292.658
186.18,8.75779
197.339,250.395
39.9283,164.677
217.471,166.886
486,62
253.113,199.531
451.16,46.5675
445,58
475,57
468.048,62.0816
486,55
498,62
253.513,227.762
417.724,54.5015
330.665,254.419
440.734,44.1201
454.735,47.6473
397.821,51.9274
128.587,252.032
489.09,53.9694
483,58
351.083,255.405
171.359,75.0557
116.142,135.217
235.628,68.7974
367.898,297.96
461.373,87.3636
217.299,248.537
494.416,51.3615
152.327,252.185
220.47,328.096
493.78,51.428
500,55
73.4948,208.368
407.261,266.231
496,40
500,59
421.545,229.561
84.4018,197.646
217.45,166.948
156.379,49.7756
483,55
330.658,254.403
455,61
213.025,6.88702
465,50
78.7933,156.176
69,198
84.4255,197.645
104.848,215.687
351.083,255.412
490,63
367.671,231.227
493.771,51.4787
478,62
256.587,247.165
197.315,250.385
104,135
480.561,230.88
335.497,230.315
440.604,44.1816
135.198,50.5431
106.067,76.547
298,326
350.816,255.374
454.74,47.6506
332.44,145.443
88,214
536.766,230.523
454.624,47.577
440.72,44.1229
187.657,351.738
493.77,51.4666
84.4508,197.645
480.561,230.88
367.67,231.228
168.556,7.43138
440.775,44.1036
152.327,252.185
328.336,229.469
374.063,255.66
249.569,41.4185
474,46
84.4518,197.645
280.369,248.682
388.072,314.162
536.766,230.527
472,52
84.4681,197.647
438,32
173,9
457.36,332.469
55.6085,194.89
160,37
305,348
180,188
224.811,226.242
370.052,255.57
431.521,284.132
492,56
407.124,266.197
253.562,227.966
470,48
536.766,230.526
125.146,97.6285
369.593,255.564
473,35
452.219,29.205
484.921,37.0111
420.767,130.017
100.799,157.758
477,50
407.16,266.204
227,132
480,53
186.185,8.74267
500,33
123,85
351.085,255.413
192.099,206.503
133,199
408.031,326.222
184,188
208,237
184,50
130.353,279.212
304,340
171.802,131.315
283.134,235.047
182,177
522.033,334.325
295,172
160.478,340.549
69,203
270.363,91.2925
536.761,230.549
82.9923,178.753
374.827,127.063
429.849,267.29
224.831,203.345
407.259,266.23
494,230
270.405,103.89
457.276,332.392
192,45
128.574,252.088
39.9899,164.602
496.696,231.86
250,99
395,268
156.937,32.4406
340,242
67.3802,166.44
104.779,215.068
55.5958,194.883
207.821,99.5096
239,83
206.668,131.851
590.368,105.655
406.492,229.49
128,137
187.638,27.3255
202.412,236.837
454.731,47.6437
186,320
380,318
187.514,27.3309
176,50
18.7284,167.693
448.602,30.7616
146,48
171.362,75.0434
125.074,211.548
179,178
492,60
407.261,266.231
188,49
454.743,47.6536
171.659,97.2662
253.142,199.526
18.7347,167.694
253.143,199.526
217.452,166.944
282.907,202.546
217,229
461.396,87.3614
326.881,229.419
308,343
132,175
185,177
481,49
298.235,124.271
480.532,230.908
102.508,198.203
476.892,334.239
171.659,97.2727
105.946,76.4907
171.521,115.768
446.733,133.06
281.51,63.4336
299,74
250,108
157.053,32.4066
300,343
475,38
126,116
187.517,27.3309
439.597,326.291
173,49
83.1048,178.659
251.407,69.0419
56.9015,224.021
237.659,167.684
454.561,47.5451
171.658,97.2665
142.495,116.478
100.797,177.882
510.216,98.0357
407.111,266.192
144.245,133.459
337.691,127.861
250,90
379,294
161,95
39.9136,164.694
207.237,91.3058
217.312,248.551
214,194
129,134
407,55
397,264
223.911,227.243
256.594,247.198
171.8,131.295
121,22
122,39
140.291,97.2626
465.323,229.317
93,212
207.839,99.5675
476.532,34.2519
187.665,351.735
332.074,173.173
514,233
452.37,29.1694
251.406,69.062
16.9653,243.745
326.886,229.42
469,45
189.484,330.436
237.608,167.661
355.877,163.9
256.595,247.203
465.332,229.31
426.319,248.525
227,89
55.6115,194.888
332.183,280.189
556.59,231.568
