287,388
330,78
506,77
269,397
474,254
389,169
551,65
422,211
319,398
447,81
490,10
421,201
473,54
470,214
559,168
621,40
136,294
522,9
522,9
121,135
315,246
512,79
269,397
191,224
183,119
425,160
567,205
511,395
440,359
477,11
440,359
522,9
495,294
211,417
480,327
290,225
418,316
591,68
451,218
521,52
370,172
560,251
416,171
389,169
223,269
620,60
412,257
103,60
514,68
270,142
460,56
567,205
496,254
319,398
513,167
223,269
412,257
587,40
551,238
505,10
497,53
411,217
460,141
279,143
450,303
541,252
448,140
347,246
210,414
421,201
478,204
564,330
396,227
514,133
587,40
573,68
178,414
216,249
596,229
134,409
266,191
102,326
370,172
133,265
416,201
279,143
595,201
451,218
599,249
394,32
514,52
435,219
599,249
90,348
405,198
391,255
103,60
564,330
211,416
465,88
405,198
474,254
465,321
351,79
269,397
481,101
535,358
473,137
527,52
535,358
330,78
268,148
510,322
370,246
248,416
163,410
559,168
496,254
495,100
485,57
274,414
431,201
504,342
144,387
102,327
495,399
461,308
569,231
447,81
479,198
443,322
223,269
434,308
58,398
318,385
210,414
599,249
470,121
407,120
466,102
476,281
82,314
429,182
533,208
429,182
57,356
490,368
317,15
447,81
430,284
434,308
389,169
351,79
461,30
81,395
482,120
102,326
403,78
525,179
548,7
351,79
577,127
471,142
473,54
548,132
447,181
248,416
479,176
121,135
451,218
512,100
465,321
319,398
434,308
348,165
47,283
472,132
58,398
473,54
352,169
210,414
485,52
377,45
410,286
573,376
418,207
126,108
484,120
481,88
201,209
523,191
500,40
262,183
494,36
405,198
476,101
425,160
253,155
544,238
370,172
275,188
117,413
423,116
582,218
450,303
500,100
477,30
624,251
573,68
115,413
446,162
303,53
434,308
481,26
405,198
548,101
498,119
299,45
497,53
505,10
567,205
548,101
61,399
228,419
590,107
477,88
412,257
223,26
454,303
520,181
66,33
525,29
370,172
417,269
303,62
406,52
429,182
512,118
411,136
434,23
548,86
199,135
352,133
560,235
462,44
487,150
561,82
579,168
596,229
578,83
494,89
355,182
370,172
423,76
