200,75
392,297
252,203
154,211
278,71
203,67
104,197
104,208
308,45
135,76
463,48
459,61
276,44
252,203
200,75
308,66
283,247
507,62
478,58
481,64
166,325
199,165
180,292
226,250
72,164
245,166
280,199
469,50
468,62
496,61
489,66
175,356
519,66
280,227
440,57
355,254
463,48
476,51
421,55
159,252
513,56
376,255
145,135
467,384
262,70
392,297
483,89
246,248
515,55
181,252
247,328
353,351
521,59
431,266
517,44
444,229
245,166
185,50
355,254
476,55
241,21
476,51
109,156
101,198
115,197
135,215
376,255
511,67
392,231
514,55
499,66
283,247
133,135
501,230
360,230
463,48
164,51
135,76
329,326
376,255
476,51
357,145
119,214
556,230
220,351
236,386
514,55
115,197
463,48
353,229
181,252
398,255
276,44
495,50
308,248
415,314
556,230
493,56
115,197
463,48
461,36
485,332
88,194
189,38
335,347
209,188
252,226
395,255
454,284
431,266
280,227
154,97
394,255
494,39
473,33
505,40
443,130
129,157
498,54
254,132
521,37
152,85
221,206
162,199
436,326
237,237
211,52
160,279
335,340
200,131
311,235
211,177
549,334
320,172
193,340
93,194
295,91
609,186
113,178
399,127
452,267
252,203
515,230
296,103
485,332
219,47
159,252
72,164
517,231
277,99
419,268
185,34
365,242
98,166
135,215
233,99
266,84
234,131
609,108
429,229
157,137
216,31
215,320
406,318
203,50
51,167
470,34
175,49
152,197
200,98
280,199
51,167
308,202
246,229
483,89
351,229
340,343
161,175
323,124
501,230
133,198
262,118
505,334
231,236
135,76
200,115
468,134
308,66
326,77
277,108
332,343
155,116
216,31
465,326
114,178
278,71
80,223
265,167
476,51
171,116
131,177
531,99
431,266
173,133
362,127
277,90
404,294
190,96
262,100
233,91
174,346
243,194
430,58
283,247
150,24
151,40
169,97
486,229
124,212
233,99
500,39
357,173
535,233
473,33
278,71
50,243
490,49
221,330
265,167
380,163
449,247
254,89
88,194
357,280
576,231
252,203
375,345
118,186
501,230
157,131
185,34
199,50
294,135
622,329
88,194
200,131
51,167
164,29
512,43
537,231
88,194
215,292
481,34
330,174
507,21
377,321
327,338
363,322
490,230
348,191
280,199
576,231
457,273
267,215
296,103
129,157
186,85
185,50
384,128
461,28
241,186
356,171
185,50
135,215
262,101
422,253
171,78
208,206
89,113
370,353
476,51
336,146
113,178
221,206
362,127
46,69
378,280
357,145
