284.595,95.6324
442.757,43.8553
340.056,137.424
327.599,134.281
339.983,111.759
213.571,70.3162
357.116,362.67
442.837,43.8271
470.019,58.6908
285.037,209.099
313.889,130.751
314.583,211.492
327.695,160.272
300.411,238.336
285.957,324.028
251.584,85.8028
268.592,148.855
284.526,123.659
300.27,210.381
284.605,152.051
268.482,119.765
355.714,320.35
437,58
286.255,352.534
314.748,238.656
299.602,127.404
314.169,157.688
299.749,154.878
284.793,180.478
465,61
269.534,296.669
299.999,182.544
285.687,295.341
315.899,374.081
214.29,235.642
285.527,266.671
150.435,413.15
216,52
268.483,119.765
286.534,381.158
268.771,207.63
269.264,266.94
268.964,237.326
215,57
340.573,188.123
327.904,186.431
268.679,178.202
313.385,103.656
234.701,79.5819
301.6,377.578
172.881,373.281
488,60
452,59
171.79,304.273
316.176,400.575
479,59
328.454,239.19
478,54
328.274,212.743
300.557,266.406
173.699,407.651
329.638,396.641
315.711,347.096
172.41,338.671
328.602,265.527
432.219,388.391
341.274,239.335
315.339,293.02
122.892,158.604
171.378,269.414
148.705,341.88
254.259,449.42
286.697,409.268
148.26,306.092
147.759,270.027
329.139,318.347
329.41,344.511
171.196,234.498
150,58
494.429,60.3797
496.75,50.9616
316.506,427.341
357.667,255.619
457,60
300.771,294.352
315.095,265.941
341.85,316.534
285.324,237.663
193.499,235.086
268.354,90.4149
328.769,292.078
486,55
149.524,377.487
147.564,233.795
299.867,100.405
496.785,50.5285
122.568,233.023
252.534,69.3844
122.746,270.533
494.657,58.6311
457.501,47.4564
496.783,50.5263
475,46
524.009,334.374
189.084,65.7942
159,49
463.256,87.0987
357.944,231.632
457.565,47.4454
355.226,116.979
502,36
234.597,76.3624
496.78,50.6124
341.485,265.349
381,294
456.841,47.6896
455.577,47.3093
481.839,230.719
458.497,331.524
492.787,56.8455
354.46,128.573
340.427,162.872
480,47
302.084,432.418
123.194,307.987
329.676,422.285
340.925,213.81
357.952,231.64
327.435,108.778
442.822,43.8273
369.578,230.972
487.047,57.4567
178,51
399.611,51.1947
382,318
440,33
357.671,255.622
446,58
538.864,230.321
451.228,30.2502
442.831,43.8268
477,37
141,52
174,64
498.603,231.695
487.125,36.642
48.6479,234.639
483,62
48.8225,268.992
420.485,53.8295
371.645,255.37
372.078,255.376
124.543,345.47
497,36
26.7924,302.769
163,36
179,64
147,49
538.864,230.321
452,34
7.84084,71.5637
96.7821,233.23
389.479,313.351
26.5378,268.833
159.593,31.1968
72.4072,269.441
518.553,231.391
448.898,132.617
5.16109,268.727
96.8855,160.977
592.419,105.318
