489.421,109.046
301.726,435.843
327.095,431.379
373.778,422.575
246.611,411.715
326.048,335.814
274.681,407.556
300.81,370.771
275.37,440.616
349.929,302.325
347.904,113.702
246.108,377.152
273.712,340.316
324.318,142.192
300.113,304.93
478,77
351.047,426.903
370.895,117.028
326.652,399.832
393.67,179.488
247.41,445.544
413.855,152.142
433.78,154.46
395.683,448.396
299.206,205.337
243.986,168.186
492.05,209.033
326.395,367.819
298.622,106.884
215.853,345.226
299.721,271.701
272.032,103.276
325.223,238.735
244.036,99.5312
274.25,373.996
217.37,415.979
373.014,300.854
371.779,177.623
395.661,418.478
245.424,342.573
470.475,104.514
350.551,364.768
430.654,98.6367
373.574,362.204
323.878,110.285
272.354,170.296
349.418,238.897
299.526,238.435
414.434,181.22
371.397,147.346
350.22,333.603
350.706,396.172
452.248,128.969
272.265,136.657
214.376,201.715
272.455,204.226
216.568,380.566
325.431,271.22
214.624,273.592
244.027,203.121
301.382,403.657
325.686,303.543
392.773,120.249
214.615,95.5758
273.247,306.488
298.945,172.303
298.733,139.448
349.634,270.585
434.751,211.314
349.094,207.404
415.943,327.614
413.583,123.34
272.817,272.488
243.978,133.719
348.62,175.823
416.17,356.758
372.099,208.455
435.973,354.271
393.422,149.746
415.753,298.526
348.416,144.824
373.703,392.538
453.374,184.423
244.761,307.938
394.487,239.414
244.135,237.815
214.52,130.786
324.507,174.213
214.4,166.114
415.335,239.599
300.449,338.037
373.347,331.452
395.601,389.273
395.463,359.343
244.433,273.014
394.098,209.423
435.546,268.698
452.698,156.644
324.757,206.494
469.867,131.816
491.918,167.701
434.306,182.829
415.556,269.151
372.413,239.261
525,53
435.659,297.293
454.012,240.29
453.687,212.188
394.662,269.552
215.133,309.491
483,78
435.942,410.647
522.888,65.6931
451.536,101.617
416.254,385.932
372.602,270.11
433.419,126.155
414.842,210.453
435.824,325.754
214.4,237.625
454.342,268.314
184.449,311.355
436.083,438.753
368.03,82.8596
395.323,329.498
416.332,414.511
271.94,69.7202
272.572,238.132
183.902,274.433
395.039,299.55
183.486,200.466
436.008,382.646
471.936,240.395
454.825,351.781
374.151,453.428
495.015,353.673
539.152,205.097
471.63,213.207
454.525,296.293
184.02,91.7802
435.278,239.866
454.694,324.082
471.192,185.65
443.096,54.1752
495.17,353.76
454.898,379.555
187.52,455.991
185.698,384.371
485,67
472.351,267.766
472.892,376.581
489.417,109.04
183.714,127.498
531.156,168.331
183.673,237.384
418.061,81.3928
61.379,60.2375
470.581,158.964
183.636,164.038
416.345,443.441
493.676,294.1
472.821,322.443
472.587,294.908
430.653,98.6368
214.785,60.6855
494,52
493.273,252.599
495.027,353.681
562.719,68.3959
493.536,447.604
539.154,205.094
11,423
472.77,349.377
185.59,348.013
470.476,104.516
559.796,40.1425
419.13,57.3415
546.347,68.2866
487,52
568.385,228.386
492.05,209.042
593.276,60.7079
495.173,353.763
559.793,40.1494
79.7709,65.7634
493.778,411.8
493.779,391.225
478.85,456.342
531.13,168.335
468.034,53.4976
534.645,330.834
567.945,200.867
87.7305,360.482
472.728,403.335
456,54
533.566,368.228
494.519,319.485
493.778,411.798
571.822,249.511
65.6386,410.544
78.2715,357.984
56.171,379.99
87.8013,360.496
121.768,399.824
534.64,330.831
571.823,249.513
108.078,395.708
64.6599,382.31
65.6792,410.558
63.2801,104.983
14.8049,284.67
418.016,81.3753
571.824,249.513
56.1082,379.957
56.3014,406.796
120.754,336.258
94.5109,361.889
432,44
493.776,391.228
83.5493,446.03
77.278,386.628
61.3183,60.2731
94.9352,391.613
55.5098,352.563
366.68,32.5325
136.423,404.361
135.18,338.64
45.393,350.397
466.717,35.2924
365.984,32.4797
185.592,348.016
321.834,52.8123
14.8752,284.719
121.161,368.1
120.463,304.342
495.058,353.698
46.4236,376.681
88.4936,330.742
136.831,436.886
500,52
108.741,457.055
64.6812,382.313
46.3984,376.676
367.609,82.893
77.744,329.254
