552,109
380,435
404,431
446,422
326,411
403,335
353,407
379,370
354,440
425,302
421,113
326,377
352,340
401,142
379,304
507,77
426,426
443,117
403,399
465,179
327,445
482,152
501,154
467,448
378,205
323,168
554,205
403,367
377,106
295,345
378,271
351,103
402,238
324,99
353,373
297,416
446,300
444,177
467,418
325,342
534,104
426,364
498,98
446,362
400,110
351,170
426,238
378,238
483,181
444,147
426,333
426,396
518,128
351,136
294,201
351,204
296,380
402,271
294,273
324,203
380,403
402,303
464,120
294,94
352,306
377,172
377,139
425,270
502,211
425,207
484,327
482,123
351,272
323,133
424,175
485,356
446,208
503,354
465,149
484,298
424,144
446,392
519,184
324,307
466,239
324,237
294,130
401,174
294,166
485,239
379,338
446,331
467,389
467,359
324,273
466,209
504,268
518,156
401,206
533,131
553,167
502,182
484,269
446,239
553,53
503,297
520,240
519,212
466,269
295,309
512,78
503,410
550,65
516,101
485,385
446,270
501,126
483,210
503,325
294,237
520,268
264,311
504,438
441,82
467,329
485,414
350,68
351,238
263,274
467,299
263,200
504,382
536,240
520,351
447,453
556,350
577,205
535,213
520,296
264,90
503,239
520,324
535,185
472,54
556,350
520,379
267,455
265,384
514,67
537,267
536,376
552,109
263,127
576,168
263,237
469,81
102,60
534,158
263,164
485,443
557,294
536,322
536,294
498,98
294,58
523,52
556,252
556,350
589,68
554,447
577,205
82,423
536,349
265,348
534,104
586,40
448,57
573,68
515,52
595,228
554,205
615,60
556,350
586,40
120,65
554,407
555,387
541,455
576,168
497,53
580,329
594,200
156,360
536,403
485,54
580,367
555,318
554,407
598,249
131,410
147,357
120,379
156,360
198,399
580,329
598,249
181,395
129,382
131,410
113,107
66,285
469,81
598,249
120,379
120,406
197,336
164,361
461,44
555,387
152,446
145,386
102,60
164,391
120,352
395,32
214,404
213,338
107,350
495,35
394,32
265,348
376,52
66,285
198,368
197,304
556,350
108,376
158,330
213,436
528,52
181,455
129,382
108,376
441,82
146,329
